"date","observed_irp","fitted_observable_irp","structural_irp","structural_error","definition_wedge","irp_fit_error","nominal_yield_contribution","real_yield_contribution","cpi10_contribution"
1971-06-01,NA,0.463640373012942,0.642615558694156,NA,0.178975185681214,NA,NA,NA,NA
1971-07-01,NA,0.480275630775183,0.660182955376936,NA,0.179907324601753,NA,NA,NA,NA
1971-08-01,NA,0.491767134183522,0.667307690720849,NA,0.175540556537327,NA,0.198647584451809,NA,NA
1971-09-01,NA,0.382254256572127,0.556491172086126,NA,0.174236915513999,NA,0.0495332991039332,-0.250724112201385,NA
1971-10-01,NA,0.345011566012508,0.518551569236282,NA,0.173540003223774,NA,0.12273763438329,-0.0446980100896863,NA
1971-11-01,NA,0.333988538156013,0.508055306073254,NA,0.174066767917241,NA,0.091328131275125,-0.00912608508039058,NA
1971-12-01,NA,0.335130003223385,0.509908195385297,NA,0.174778192161912,NA,0.0479026030521131,-0.065104726808847,NA
1972-01-01,NA,0.384238365412739,0.55957417741217,NA,0.175335811999431,NA,0.0570116239805164,-0.148034002762695,NA
1972-02-01,NA,0.432968442056409,0.608907793022403,NA,0.175939350965994,NA,0.0719299088607284,-0.145073724101819,NA
1972-03-01,NA,0.422951023114099,0.598179116021889,NA,0.17522809290779,NA,0.0735597946711318,-0.111294185865011,NA
1972-04-01,NA,0.491705142851098,0.666872852550172,NA,0.175167709699074,NA,0.0530426085008241,-0.155738854157884,NA
1972-05-01,NA,0.421408469669651,0.596239070635086,NA,0.174830600965435,NA,0.0383008585305274,-0.0497463832565688,NA
1972-06-01,NA,0.40798551846196,0.582419304487873,NA,0.174433786025913,NA,0.044982808917677,0.02442409047468,NA
1972-07-01,NA,0.428843385550541,0.60251377252839,NA,0.173670386977849,NA,0.0605706913836934,0.0165372933045849,NA
1972-08-01,NA,0.436356405887253,0.611064761172392,NA,0.174708355285139,NA,0.0378357994561249,-0.0324228281904615,NA
1972-09-01,NA,0.408105252234587,0.58430063404562,NA,0.176195381811033,NA,0.0334424312225745,-0.133832077849118,NA
1972-10-01,NA,0.395707304558198,0.570804291041047,NA,0.175096986482849,NA,0.0628969248647047,-0.0305214389846433,NA
1972-11-01,NA,0.358245170950412,0.532991097767401,NA,0.174745926816989,NA,0.067620574710674,-0.0235229712766157,NA
